"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"16-Jan-2012","-","-","-","     4247.24","-","-"
"17-Jan-2012","-","-","-","     4353.80","-","-"
"18-Jan-2012","-","-","-","     4242.12","-","-"
"19-Jan-2012","-","-","-","     4225.57","-","-"
"20-Jan-2012","-","-","-","     4141.43","-","-"
"23-Jan-2012","-","-","-","     4161.04","-","-"
"24-Jan-2012","-","-","-","     4295.47","-","-"
"25-Jan-2012","-","-","-","     4331.41","-","-"
"27-Jan-2012","-","-","-","     4404.34","-","-"
"30-Jan-2012","-","-","-","     4239.57","-","-"
"31-Jan-2012","-","-","-","     4302.61","-","-"
"01-Feb-2012","-","-","-","     4370.23","-","-"
"02-Feb-2012","-","-","-","     4441.12","-","-"
"03-Feb-2012","-","-","-","     4463.40","-","-"
"06-Feb-2012","-","-","-","     4458.54","-","-"
"07-Feb-2012","-","-","-","     4363.58","-","-"
"08-Feb-2012","-","-","-","     4368.75","-","-"
"09-Feb-2012","-","-","-","     4443.39","-","-"
"10-Feb-2012","-","-","-","     4393.67","-","-"
"13-Feb-2012","-","-","-","     4450.72","-","-"
"14-Feb-2012","-","-","-","     4521.78","-","-"
"15-Feb-2012","-","-","-","     4602.48","-","-"
"16-Feb-2012","-","-","-","     4564.11","-","-"
"17-Feb-2012","-","-","-","     4683.18","-","-"
"21-Feb-2012","-","-","-","     4770.95","-","-"
"22-Feb-2012","-","-","-","     4620.73","-","-"
"23-Feb-2012","-","-","-","     4517.33","-","-"
"24-Feb-2012","-","-","-","     4543.81","-","-"
"27-Feb-2012","-","-","-","     4378.99","-","-"
"28-Feb-2012","-","-","-","     4432.32","-","-"
"29-Feb-2012","-","-","-","     4464.69","-","-"
"01-Mar-2012","-","-","-","     4319.60","-","-"
"02-Mar-2012","-","-","-","     4288.71","-","-"
"03-Mar-2012","-","-","-","     4283.32","-","-"
"05-Mar-2012","-","-","-","     4257.80","-","-"
"06-Mar-2012","-","-","-","     4281.89","-","-"
"07-Mar-2012","-","-","-","     4257.72","-","-"
"09-Mar-2012","-","-","-","     4308.96","-","-"
"12-Mar-2012","-","-","-","     4251.68","-","-"
"13-Mar-2012","-","-","-","     4229.86","-","-"
"14-Mar-2012","-","-","-","     4271.08","-","-"
"15-Mar-2012","-","-","-","     4199.45","-","-"
"16-Mar-2012","-","-","-","     4277.00","-","-"
"19-Mar-2012","-","-","-","     4330.68","-","-"
"20-Mar-2012","-","-","-","     4337.60","-","-"
"21-Mar-2012","-","-","-","     4421.32","-","-"
"22-Mar-2012","-","-","-","     4386.67","-","-"
"23-Mar-2012","-","-","-","     4420.24","-","-"
"26-Mar-2012","-","-","-","     4359.02","-","-"
"27-Mar-2012","-","-","-","     4363.43","-","-"
"28-Mar-2012","-","-","-","     4344.46","-","-"
"29-Mar-2012","-","-","-","     4352.26","-","-"
"30-Mar-2012","-","-","-","     4463.42","-","-"
"02-Apr-2012","-","-","-","     4503.40","-","-"
"03-Apr-2012","-","-","-","     4497.80","-","-"
"04-Apr-2012","-","-","-","     4472.06","-","-"
"09-Apr-2012","-","-","-","     4385.97","-","-"
"10-Apr-2012","-","-","-","     4428.20","-","-"
