"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"15-Jan-2014","-","-","-","     4127.51","-","-"
"16-Jan-2014","-","-","-","     4109.79","-","-"
"17-Jan-2014","-","-","-","     3944.14","-","-"
"20-Jan-2014","-","-","-","     4097.44","-","-"
"21-Jan-2014","-","-","-","     4053.94","-","-"
"22-Jan-2014","-","-","-","     4055.40","-","-"
"23-Jan-2014","-","-","-","     4025.75","-","-"
"24-Jan-2014","-","-","-","     3979.41","-","-"
"27-Jan-2014","-","-","-","     3889.83","-","-"
"28-Jan-2014","-","-","-","     3891.95","-","-"
"29-Jan-2014","-","-","-","     3877.56","-","-"
"30-Jan-2014","-","-","-","     3896.87","-","-"
"31-Jan-2014","-","-","-","     3914.76","-","-"
"03-Feb-2014","-","-","-","     3826.04","-","-"
"04-Feb-2014","-","-","-","     3794.86","-","-"
"05-Feb-2014","-","-","-","     3871.52","-","-"
"06-Feb-2014","-","-","-","     3862.47","-","-"
"07-Feb-2014","-","-","-","     3847.27","-","-"
"10-Feb-2014","-","-","-","     3798.72","-","-"
"11-Feb-2014","-","-","-","     3834.99","-","-"
"12-Feb-2014","-","-","-","     3834.33","-","-"
"13-Feb-2014","-","-","-","     3853.40","-","-"
"14-Feb-2014","-","-","-","     3918.40","-","-"
"17-Feb-2014","-","-","-","     3916.51","-","-"
"18-Feb-2014","-","-","-","     3932.29","-","-"
"19-Feb-2014","-","-","-","     3964.81","-","-"
"20-Feb-2014","-","-","-","     3957.18","-","-"
"21-Feb-2014","-","-","-","     3990.23","-","-"
"24-Feb-2014","-","-","-","     3965.54","-","-"
"25-Feb-2014","-","-","-","     3976.52","-","-"
"26-Feb-2014","-","-","-","     3966.92","-","-"
"28-Feb-2014","-","-","-","     4098.70","-","-"
"03-Mar-2014","-","-","-","     4049.09","-","-"
"04-Mar-2014","-","-","-","     4075.01","-","-"
"05-Mar-2014","-","-","-","     4076.89","-","-"
"06-Mar-2014","-","-","-","     4071.93","-","-"
"07-Mar-2014","-","-","-","     4065.81","-","-"
"10-Mar-2014","-","-","-","     3939.22","-","-"
"11-Mar-2014","-","-","-","     3941.74","-","-"
"12-Mar-2014","-","-","-","     3960.56","-","-"
"13-Mar-2014","-","-","-","     3915.48","-","-"
"14-Mar-2014","-","-","-","     3916.62","-","-"
"18-Mar-2014","-","-","-","     3879.11","-","-"
"19-Mar-2014","-","-","-","     3796.52","-","-"
"20-Mar-2014","-","-","-","     3858.80","-","-"
"21-Mar-2014","-","-","-","     3909.43","-","-"
"22-Mar-2014","-","-","-","     3910.82","-","-"
"24-Mar-2014","-","-","-","     3943.34","-","-"
