"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"15-Jan-2014","-","-","-","     2524.33","-","-"
"16-Jan-2014","-","-","-","     2483.22","-","-"
"17-Jan-2014","-","-","-","     2438.10","-","-"
"20-Jan-2014","-","-","-","     2452.72","-","-"
"21-Jan-2014","-","-","-","     2440.29","-","-"
"22-Jan-2014","-","-","-","     2453.65","-","-"
"23-Jan-2014","-","-","-","     2460.83","-","-"
"24-Jan-2014","-","-","-","     2443.79","-","-"
"27-Jan-2014","-","-","-","     2392.68","-","-"
"28-Jan-2014","-","-","-","     2364.24","-","-"
"29-Jan-2014","-","-","-","     2369.88","-","-"
"30-Jan-2014","-","-","-","     2350.33","-","-"
"31-Jan-2014","-","-","-","     2385.01","-","-"
"03-Feb-2014","-","-","-","     2329.83","-","-"
"04-Feb-2014","-","-","-","     2375.08","-","-"
"05-Feb-2014","-","-","-","     2345.67","-","-"
"06-Feb-2014","-","-","-","     2372.66","-","-"
"07-Feb-2014","-","-","-","     2357.93","-","-"
"10-Feb-2014","-","-","-","     2295.72","-","-"
"11-Feb-2014","-","-","-","     2296.89","-","-"
"12-Feb-2014","-","-","-","     2314.40","-","-"
"13-Feb-2014","-","-","-","     2268.92","-","-"
"14-Feb-2014","-","-","-","     2262.44","-","-"
"17-Feb-2014","-","-","-","     2248.93","-","-"
"18-Feb-2014","-","-","-","     2264.44","-","-"
"19-Feb-2014","-","-","-","     2281.22","-","-"
"20-Feb-2014","-","-","-","     2251.31","-","-"
"21-Feb-2014","-","-","-","     2297.99","-","-"
"24-Feb-2014","-","-","-","     2314.37","-","-"
"25-Feb-2014","-","-","-","     2327.06","-","-"
"26-Feb-2014","-","-","-","     2314.66","-","-"
"28-Feb-2014","-","-","-","     2345.48","-","-"
"03-Mar-2014","-","-","-","     2342.30","-","-"
"04-Mar-2014","-","-","-","     2408.61","-","-"
"05-Mar-2014","-","-","-","     2431.44","-","-"
"06-Mar-2014","-","-","-","     2488.18","-","-"
"07-Mar-2014","-","-","-","     2527.31","-","-"
"10-Mar-2014","-","-","-","     2550.93","-","-"
"11-Mar-2014","-","-","-","     2543.14","-","-"
"12-Mar-2014","-","-","-","     2524.16","-","-"
"13-Mar-2014","-","-","-","     2507.32","-","-"
"14-Mar-2014","-","-","-","     2492.47","-","-"
"18-Mar-2014","-","-","-","     2491.04","-","-"
"19-Mar-2014","-","-","-","     2515.70","-","-"
"20-Mar-2014","-","-","-","     2499.10","-","-"
"21-Mar-2014","-","-","-","     2496.93","-","-"
"22-Mar-2014","-","-","-","     2495.60","-","-"
"24-Mar-2014","-","-","-","     2514.73","-","-"
"25-Mar-2014","-","-","-","     2517.72","-","-"
"26-Mar-2014","-","-","-","     2537.21","-","-"
"27-Mar-2014","-","-","-","     2578.01","-","-"
"28-Mar-2014","-","-","-","     2652.20","-","-"
"31-Mar-2014","-","-","-","     2700.88","-","-"
"01-Apr-2014","-","-","-","     2672.32","-","-"
"02-Apr-2014","-","-","-","     2680.62","-","-"
"03-Apr-2014","-","-","-","     2669.90","-","-"
"04-Apr-2014","-","-","-","     2669.84","-","-"
"07-Apr-2014","-","-","-","     2743.97","-","-"
"09-Apr-2014","-","-","-","     2761.19","-","-"
"10-Apr-2014","-","-","-","     2766.47","-","-"
"11-Apr-2014","-","-","-","     2756.28","-","-"
"15-Apr-2014","-","-","-","     2694.17","-","-"
"16-Apr-2014","-","-","-","     2671.79","-","-"
"17-Apr-2014","-","-","-","     2712.90","-","-"
"21-Apr-2014","-","-","-","     2742.52","-","-"
"22-Apr-2014","-","-","-","     2734.98","-","-"
"23-Apr-2014","-","-","-","     2699.14","-","-"
"25-Apr-2014","-","-","-","     2663.73","-","-"
"28-Apr-2014","-","-","-","     2638.35","-","-"
"29-Apr-2014","-","-","-","     2636.55","-","-"
"30-Apr-2014","-","-","-","     2567.85","-","-"
"02-May-2014","-","-","-","     2566.88","-","-"
"05-May-2014","-","-","-","     2569.55","-","-"
"06-May-2014","-","-","-","     2565.83","-","-"
"07-May-2014","-","-","-","     2526.05","-","-"
"08-May-2014","-","-","-","     2535.73","-","-"
"09-May-2014","-","-","-","     2641.78","-","-"
"12-May-2014","-","-","-","     2702.50","-","-"
"13-May-2014","-","-","-","     2739.46","-","-"
"14-May-2014","-","-","-","     2764.15","-","-"
"15-May-2014","-","-","-","     2749.89","-","-"
"16-May-2014","-","-","-","     2833.89","-","-"
"19-May-2014","-","-","-","     2873.88","-","-"
"20-May-2014","-","-","-","     2919.46","-","-"
"21-May-2014","-","-","-","     2862.43","-","-"
"22-May-2014","-","-","-","     2848.45","-","-"
"23-May-2014","-","-","-","     2862.13","-","-"
"26-May-2014","-","-","-","     2810.82","-","-"
"27-May-2014","-","-","-","     2821.57","-","-"
"28-May-2014","-","-","-","     2883.28","-","-"
"29-May-2014","-","-","-","     2878.32","-","-"
"30-May-2014","-","-","-","     2892.91","-","-"
"02-Jun-2014","-","-","-","     2946.65","-","-"
"03-Jun-2014","-","-","-","     3028.85","-","-"
"04-Jun-2014","-","-","-","     3040.94","-","-"
"05-Jun-2014","-","-","-","     3098.57","-","-"
"06-Jun-2014","-","-","-","     3140.66","-","-"
"09-Jun-2014","-","-","-","     3285.91","-","-"
"10-Jun-2014","-","-","-","     3257.10","-","-"
"11-Jun-2014","-","-","-","     3210.43","-","-"
"12-Jun-2014","-","-","-","     3221.33","-","-"
"13-Jun-2014","-","-","-","     3152.97","-","-"
"16-Jun-2014","-","-","-","     3150.67","-","-"
"17-Jun-2014","-","-","-","     3205.20","-","-"
"18-Jun-2014","-","-","-","     3221.69","-","-"
"19-Jun-2014","-","-","-","     3177.61","-","-"
"20-Jun-2014","-","-","-","     3150.12","-","-"
"23-Jun-2014","-","-","-","     3144.46","-","-"
"24-Jun-2014","-","-","-","     3143.67","-","-"
"25-Jun-2014","-","-","-","     3127.16","-","-"
"26-Jun-2014","-","-","-","     3102.48","-","-"
"27-Jun-2014","-","-","-","     3031.49","-","-"
"30-Jun-2014","-","-","-","     3055.16","-","-"
"01-Jul-2014","-","-","-","     3111.27","-","-"
"02-Jul-2014","-","-","-","     3150.57","-","-"
"03-Jul-2014","-","-","-","     3115.40","-","-"
"04-Jul-2014","-","-","-","     3099.84","-","-"
"07-Jul-2014","-","-","-","     3098.68","-","-"
"08-Jul-2014","-","-","-","     3015.86","-","-"
"09-Jul-2014","-","-","-","     3012.53","-","-"
"10-Jul-2014","-","-","-","     3048.41","-","-"
"11-Jul-2014","-","-","-","     2988.06","-","-"
"14-Jul-2014","-","-","-","     3028.47","-","-"
"15-Jul-2014","-","-","-","     3050.46","-","-"
"16-Jul-2014","-","-","-","     3099.81","-","-"
"17-Jul-2014","-","-","-","     3174.67","-","-"
"18-Jul-2014","-","-","-","     3131.16","-","-"
"21-Jul-2014","-","-","-","     3129.70","-","-"
"22-Jul-2014","-","-","-","     3180.25","-","-"
"23-Jul-2014","-","-","-","     3172.46","-","-"
"24-Jul-2014","-","-","-","     3212.81","-","-"
