"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"12-Apr-2016","     8882.40","     8988.70","     8880.20","     8951.60","       36132986","         1173.21"
"13-Apr-2016","     9065.95","     9227.85","     9065.95","     9186.35","       49203335","         1796.21"
"18-Apr-2016","     9226.50","     9226.50","     9050.75","     9178.70","       36419415","         1427.53"
"20-Apr-2016","     9219.35","     9260.85","     9151.70","     9240.45","       46672726","         1551.98"
"21-Apr-2016","     9351.70","     9466.65","     9351.70","     9400.50","       72514530","         2451.43"
"22-Apr-2016","     9411.55","     9427.25","     9353.80","     9407.65","       49939694","         1687.22"
"25-Apr-2016","     9420.95","     9443.45","     9370.35","     9416.30","       38189041","         1282.36"
"26-Apr-2016","     9399.10","     9614.25","     9349.00","     9598.25","       60294165","         2309.94"
"27-Apr-2016","     9505.85","     9592.35","     9488.95","     9520.20","       87909609","         3850.45"
"28-Apr-2016","     9525.45","     9602.60","     9434.15","     9447.25","       89850191","         3558.43"
"29-Apr-2016","     9443.80","     9532.35","     9352.05","     9505.50","       94074732","         2871.56"
"02-May-2016","     9390.00","     9440.05","     9353.50","     9369.20","       69629244","         2004.25"
"03-May-2016","     9376.35","     9454.05","     9259.05","     9275.40","       54456950","         1662.71"
"04-May-2016","     9231.05","     9313.25","     9201.00","     9213.65","       77207117","         2169.02"
"05-May-2016","     9221.85","     9278.45","     9169.40","     9207.25","       55694427","         1954.73"
"06-May-2016","     9191.85","     9238.20","     9148.05","     9213.30","       39048373","         1164.09"
"09-May-2016","     9242.75","     9447.70","     9242.75","     9434.10","       47484298","         1930.04"
"10-May-2016","     9455.75","     9506.60","     9404.85","     9495.90","       52512233","         1800.58"
"11-May-2016","     9364.55","     9561.55","     9346.90","     9517.90","       70624590","         2862.86"
"12-May-2016","     9583.85","     9644.05","     9541.20","     9602.90","       48445826","         1912.24"
"13-May-2016","     9585.55","     9585.55","     9420.65","     9492.20","       55058898","         1629.42"
"16-May-2016","     9514.95","     9574.55","     9364.20","     9549.15","       44423942","         1668.66"
"17-May-2016","     9593.55","     9666.25","     9568.50","     9583.10","       45370551","         2027.35"
"18-May-2016","     9525.20","     9573.45","     9457.80","     9556.20","       37299109","         1374.74"
"19-May-2016","     9551.50","     9569.00","     9476.15","     9490.80","       32504904","         1235.71"
"20-May-2016","     9512.35","     9520.10","     9425.90","     9441.95","       44280484","         1157.59"
"23-May-2016","     9493.00","     9528.65","     9399.90","     9424.40","       40299597","         1207.19"
"24-May-2016","     9431.10","     9476.00","     9404.15","     9452.75","       29752188","         1114.41"
"25-May-2016","     9535.05","     9776.40","     9535.05","     9758.95","       41096405","         1576.50"
"26-May-2016","     9785.05","     9994.35","     9753.55","     9959.35","       77259017","         2504.06"
"27-May-2016","     9950.80","    10049.30","     9950.80","     9996.80","       51786696","         1912.23"
"30-May-2016","    10018.05","    10066.65","     9981.90","     9996.45","       29735699","         1216.30"
"31-May-2016","    10057.10","    10057.10","     9964.30","    10018.00","       44852800","         2309.46"
"01-Jun-2016","    10048.20","    10048.20","     9911.25","     9929.85","       31708065","         1364.53"
"02-Jun-2016","     9919.65","    10031.60","     9889.40","    10018.80","       35841386","         1537.87"
"03-Jun-2016","    10074.20","    10162.45","    10067.05","    10135.25","       40524186","         1871.25"
"06-Jun-2016","    10145.60","    10160.05","    10091.30","    10114.05","       45153682","         1571.20"
"07-Jun-2016","    10187.50","    10294.45","    10129.70","    10248.15","       74406591","         2502.02"
"08-Jun-2016","    10265.85","    10285.30","    10196.75","    10256.15","       55452352","         1713.59"
"09-Jun-2016","    10266.85","    10277.90","    10171.25","    10218.10","       41692513","         1434.38"
"10-Jun-2016","    10180.45","    10307.55","    10178.50","    10195.85","       39014141","         1538.03"
"13-Jun-2016","    10080.85","    10102.90","    10019.55","    10060.30","       35832030","         1367.86"
"14-Jun-2016","    10114.75","    10115.15","    10028.95","    10069.50","       29392264","         1153.56"
"15-Jun-2016","    10104.65","    10185.50","    10045.55","    10175.75","       35115323","         1278.84"
"16-Jun-2016","    10115.30","    10115.30","     9930.85","     9995.80","       34667301","         1277.24"
"17-Jun-2016","    10056.25","    10091.75","     9957.15","    10017.15","       33045557","         1328.54"
"20-Jun-2016","     9871.40","    10043.95","     9871.40","    10012.85","       38520821","         1413.19"
"21-Jun-2016","    10044.90","    10044.90","     9943.55","     9958.65","       25504595","          968.23"
"22-Jun-2016","     9953.20","    10040.55","     9897.85","     9966.15","       30302032","         1299.72"
"23-Jun-2016","     9969.20","    10111.50","     9946.15","    10104.70","       30558279","         1325.82"
"24-Jun-2016","     9725.65","     9854.00","     9558.05","     9834.60","       65236203","         2515.07"
"27-Jun-2016","     9776.50","     9916.55","     9776.50","     9862.35","       27813012","         1127.53"
"28-Jun-2016","     9847.35","     9920.75","     9845.75","     9887.90","       24169944","         1020.81"
"29-Jun-2016","     9938.00","     9997.80","     9905.25","     9977.95","       24751762","         1098.93"
"30-Jun-2016","    10055.10","    10161.35","    10040.10","    10141.60","       71390416","         2420.10"
"01-Jul-2016","    10188.05","    10227.10","    10160.45","    10178.70","       33780809","         1299.82"
"04-Jul-2016","    10233.95","    10253.30","    10192.65","    10233.55","       32564993","         1218.88"
"05-Jul-2016","    10247.75","    10249.75","    10165.05","    10173.80","       25668022","          979.82"
"07-Jul-2016","    10187.75","    10252.00","    10164.30","    10219.75","       25487688","         1092.63"
"08-Jul-2016","    10213.50","    10213.50","    10131.80","    10198.10","       25772025","         1031.83"
"11-Jul-2016","    10328.45","    10394.65","    10323.20","    10375.55","       34893867","         1728.38"
"12-Jul-2016","    10457.65","    10578.85","    10421.25","    10571.00","       51002185","         1864.85"
"13-Jul-2016","    10599.35","    10609.40","    10500.65","    10536.15","       47009978","         1865.87"
"14-Jul-2016","    10547.60","    10677.90","    10520.70","    10670.15","       32620675","         1202.82"
"15-Jul-2016","    10675.10","    10736.35","    10606.15","    10700.15","       33549998","         1453.07"
"18-Jul-2016","    10723.50","    10832.65","    10685.70","    10704.20","       42940751","         1443.31"
"19-Jul-2016","    10728.40","    10759.85","    10661.90","    10699.30","       35765858","         1422.51"
"20-Jul-2016","    10677.35","    10738.20","    10675.25","    10718.80","       27929853","         1163.74"
"21-Jul-2016","    10720.10","    10731.35","    10538.20","    10553.00","       37936255","         1723.80"
"22-Jul-2016","    10566.90","    10603.40","    10498.75","    10582.30","       46047492","         1420.33"
"25-Jul-2016","    10511.60","    10753.75","    10499.75","    10726.00","       58898686","         2227.64"
"26-Jul-2016","    10725.80","    10761.85","    10626.30","    10657.10","       42163660","         1836.83"
"27-Jul-2016","    10681.40","    10812.60","    10674.60","    10760.35","       52926012","         2727.34"
"28-Jul-2016","    10773.85","    10819.60","    10739.25","    10784.45","       42818907","         2171.25"
"29-Jul-2016","    10769.85","    10790.45","    10690.60","    10716.15","       41269944","         1527.11"
"01-Aug-2016","    10656.70","    10772.60","    10538.05","    10583.65","       61586434","         2129.71"
"02-Aug-2016","    10594.70","    10628.10","    10523.00","    10539.85","       42546799","         1482.93"
"03-Aug-2016","    10522.10","    10562.50","    10447.20","    10480.10","       38519162","         1551.28"
"04-Aug-2016","    10546.20","    10546.20","    10382.95","    10449.55","       47250989","         1630.38"
"05-Aug-2016","    10539.30","    10663.85","    10531.45","    10655.10","       45728679","         1704.88"
"08-Aug-2016","    10685.20","    10723.80","    10643.45","    10666.75","       29434846","         1280.45"
"09-Aug-2016","    10677.80","    10692.05","    10608.65","    10654.90","       31126145","         1354.93"
"10-Aug-2016","    10674.20","    10676.95","    10481.70","    10498.05","       30841501","         1327.54"
"11-Aug-2016","    10493.45","    10564.15","    10452.55","    10543.30","       29269934","         1342.61"
"12-Aug-2016","    10582.35","    10690.50","    10582.35","    10672.15","       39117986","         1880.80"
"16-Aug-2016","    10700.20","    10725.70","    10607.70","    10688.55","       38392860","         1781.85"
"17-Aug-2016","    10713.80","    10756.35","    10664.10","    10699.00","       34564714","         1490.37"
"18-Aug-2016","    10722.10","    10897.45","    10722.10","    10892.00","       44553542","         1994.59"
"19-Aug-2016","    10906.10","    10919.40","    10853.55","    10880.45","       41156659","         1530.27"
"22-Aug-2016","    10890.15","    10909.85","    10786.40","    10836.65","       39583320","         1539.78"
"23-Aug-2016","    10821.05","    10851.80","    10797.20","    10836.50","       30107370","         1289.01"
"24-Aug-2016","    10844.95","    10863.25","    10800.10","    10830.75","       27874705","         1196.88"
"25-Aug-2016","    10844.15","    10887.75","    10814.30","    10824.90","       49208424","         2435.54"
"26-Aug-2016","    10847.15","    10855.35","    10729.10","    10774.50","       29059450","         1321.48"
"29-Aug-2016","    10764.65","    10813.65","    10734.35","    10798.15","       32043709","         1615.29"
"30-Aug-2016","    10846.50","    10962.65","    10846.50","    10955.85","       40776638","         2154.54"
"31-Aug-2016","    10997.00","    11129.30","    10997.00","    11109.45","      184273887","        11805.36"
"01-Sep-2016","    11130.45","    11206.25","    11093.25","    11129.75","       43564786","         1762.70"
"02-Sep-2016","    11156.20","    11196.00","    11125.35","    11172.95","       24754383","         1249.23"
"06-Sep-2016","    11225.70","    11522.45","    11225.70","    11501.20","       56585139","         2554.11"
"07-Sep-2016","    11542.80","    11584.35","    11430.70","    11446.30","       86183474","         3089.29"
"08-Sep-2016","    11456.25","    11475.55","    11389.10","    11440.40","       41578437","         2260.18"
"09-Sep-2016","    11335.40","    11405.90","    11267.70","    11340.20","       54535425","         3486.53"
"12-Sep-2016","    11130.60","    11130.60","    11054.00","    11110.15","       46498342","         2466.68"
"14-Sep-2016","    11076.60","    11194.20","    11067.25","    11161.15","       46329288","         2188.98"
"15-Sep-2016","    11166.55","    11187.20","    11054.35","    11113.90","       35235302","         1714.72"
"16-Sep-2016","    11164.60","    11323.30","    11079.75","    11115.90","       82060549","         4202.68"
"19-Sep-2016","    11130.35","    11198.60","    11109.35","    11152.90","       39612880","         2161.37"
"20-Sep-2016","    11180.25","    11184.65","    11089.90","    11122.75","       31612781","         1557.98"
"21-Sep-2016","    11154.50","    11169.35","    11070.50","    11126.10","       33399678","         1618.63"
"22-Sep-2016","    11297.15","    11365.00","    11204.70","    11256.20","       59685886","         2302.51"
"23-Sep-2016","    11271.80","    11272.25","    11093.90","    11117.35","       64426657","         3130.85"
"26-Sep-2016","    11053.30","    11058.35","    10918.65","    10931.55","       43290263","         1947.36"
"27-Sep-2016","    10962.05","    10987.15","    10870.90","    10894.90","       38427618","         1700.80"
"28-Sep-2016","    10905.30","    10978.35","    10892.25","    10954.50","       65294370","         2068.89"
"29-Sep-2016","    11020.30","    11032.70","    10628.60","    10696.95","      152430276","         8336.18"
"30-Sep-2016","    10652.60","    10769.10","    10635.90","    10742.05","       54122152","         1800.91"
"03-Oct-2016","    10799.55","    10926.20","    10772.90","    10912.35","       44956996","         1480.91"
"04-Oct-2016","    10946.50","    10989.60","    10872.85","    10939.30","       43190212","         1448.34"
"05-Oct-2016","    11002.25","    11005.70","    10809.80","    10832.05","       50541861","         1465.20"
"06-Oct-2016","    10815.30","    10847.45","    10721.75","    10762.30","       49710240","         2041.94"
"07-Oct-2016","    10761.95","    10804.05","    10718.20","    10758.05","       33247479","         1197.38"
"10-Oct-2016","    10810.35","    10815.30","    10736.35","    10755.55","       21084097","          817.85"
"13-Oct-2016","    10717.05","    10717.05","    10476.50","    10542.85","       68838721","         2177.17"
"14-Oct-2016","    10574.45","    10603.55","    10529.25","    10582.95","       35070807","         1200.40"
"17-Oct-2016","    10654.15","    10743.05","    10601.85","    10657.95","       92043312","         2726.54"
"18-Oct-2016","    10709.90","    10912.95","    10708.50","    10904.65","       71686109","         2526.06"
"19-Oct-2016","    10946.90","    10952.00","    10802.95","    10854.20","       61194830","         1894.76"
"20-Oct-2016","    10909.85","    11041.45","    10898.75","    11002.90","       70307421","         2600.94"
"21-Oct-2016","    10988.75","    11048.50","    10926.40","    11028.40","       49888819","         1859.53"
"24-Oct-2016","    11064.10","    11120.70","    11054.15","    11082.35","       49175880","         1695.49"
"25-Oct-2016","    11143.00","    11152.85","    11049.00","    11134.45","       81113812","         2131.78"
"26-Oct-2016","    10978.90","    11029.60","    10889.85","    10917.10","      125332825","         3916.07"
"27-Oct-2016","    10900.90","    10958.55","    10790.20","    10939.70","       68912131","         2768.29"
"28-Oct-2016","    10928.20","    10981.05","    10847.85","    10947.95","       53509967","         1818.44"
"30-Oct-2016","    11012.35","    11016.85","    10915.70","    10937.85","        7500434","          199.49"
"01-Nov-2016","    10977.25","    10977.25","    10851.75","    10874.80","       49525869","         1602.78"
"02-Nov-2016","    10749.70","    10816.20","    10723.30","    10788.10","       45470228","         1896.87"
"03-Nov-2016","    10770.85","    10842.35","    10731.50","    10773.90","       41630419","         1338.27"
"04-Nov-2016","    10805.20","    10805.20","    10662.70","    10721.20","       48461433","         1691.24"
"07-Nov-2016","    10858.00","    10884.60","    10806.25","    10853.10","       52753031","         1563.03"
"08-Nov-2016","    10946.70","    10978.95","    10852.50","    10949.45","       67653007","         2010.66"
"09-Nov-2016","    10247.30","    10952.35","    10152.15","    10911.85","      118383281","         3803.41"
"10-Nov-2016","    11073.00","    11282.30","    11053.35","    11210.45","      105984296","         3163.59"
"11-Nov-2016","    11115.00","    11247.40","    10921.95","    10936.85","       90745763","         2728.15"
"15-Nov-2016","    10957.75","    10968.85","    10546.45","    10574.95","       94712519","         3385.53"
"16-Nov-2016","    10736.40","    10748.50","    10451.20","    10464.80","       72839306","         2720.29"
"17-Nov-2016","    10474.10","    10593.00","    10414.90","    10461.15","       53998718","         1806.12"
"18-Nov-2016","    10513.00","    10533.75","    10363.60","    10400.95","       46176568","         1425.32"
"21-Nov-2016","    10455.65","    10462.50","    10096.35","    10176.40","       65578002","         1933.69"
"22-Nov-2016","    10272.20","    10291.05","    10134.75","    10251.05","       61324706","         2081.41"
"23-Nov-2016","    10311.40","    10317.45","    10195.10","    10255.45","       43287136","         1419.23"
"24-Nov-2016","    10218.20","    10218.60","    10018.45","    10040.70","       65509235","         2370.36"
"25-Nov-2016","    10113.55","    10222.85","    10055.25","    10200.95","       45480387","         1476.66"
"28-Nov-2016","    10077.05","    10193.25","    10043.75","    10110.80","       70939964","         2104.12"
"29-Nov-2016","    10115.00","    10182.75","    10052.40","    10073.35","       64884585","         1906.72"
"30-Nov-2016","    10114.00","    10315.90","    10082.45","    10290.65","      283098146","         3658.44"
"01-Dec-2016","    10316.35","    10330.15","    10147.95","    10172.45","       41168439","         1404.41"
"02-Dec-2016","    10121.40","    10177.85","    10017.90","    10061.75","       47315153","         1513.48"
"05-Dec-2016","    10063.05","    10162.10","    10031.60","    10148.60","       30539951","         1007.13"
"06-Dec-2016","    10175.10","    10199.20","    10123.75","    10154.15","       36142121","         1026.35"
"07-Dec-2016","    10204.75","    10239.05","     9904.15","    10064.45","       59053559","         1774.68"
"08-Dec-2016","    10115.80","    10242.25","    10113.75","    10219.65","       33353867","         1213.91"
"09-Dec-2016","    10251.65","    10332.80","    10181.15","    10304.95","       41710098","         1426.63"
"12-Dec-2016","    10244.75","    10251.55","    10117.90","    10130.10","       25550051","          916.39"
"13-Dec-2016","    10101.05","    10182.80","    10073.40","    10166.70","       32458685","         1166.71"
"14-Dec-2016","    10175.05","    10178.25","    10101.75","    10111.40","       44038589","         1519.79"
"15-Dec-2016","    10003.30","    10201.50","     9991.45","    10135.95","       63439877","         2245.17"
"16-Dec-2016","    10144.55","    10151.50","    10054.80","    10071.25","       62688566","         2582.07"
"19-Dec-2016","    10050.15","    10083.75","    10028.00","    10055.20","       23366256","          826.85"
"20-Dec-2016","    10059.00","    10059.00","     9931.75","     9961.10","       32683921","         1125.73"
"21-Dec-2016","     9989.55","    10013.95","     9943.00","     9964.50","       26372898","         1044.43"
"22-Dec-2016","     9934.10","     9937.15","     9841.50","     9868.50","       27171352","          980.88"
"23-Dec-2016","     9841.10","     9893.50","     9823.30","     9852.30","       35564208","         1141.70"
"26-Dec-2016","     9831.05","     9844.75","     9697.95","     9743.15","       27587782","          886.01"
"27-Dec-2016","     9751.15","     9883.75","     9725.20","     9869.50","       38612576","         1081.92"
"28-Dec-2016","     9894.30","     9963.95","     9841.95","     9869.45","       32270581","         1141.49"
"29-Dec-2016","     9864.70","     9969.15","     9841.35","     9958.70","       60589769","         1472.14"
"30-Dec-2016","     9960.70","    10078.05","     9957.10","    10042.80","       33896575","         1068.75"
